id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
6530976;https://www.airbnb.com/rooms/6530976;Beautiful, bright city apartment!;30827808;Simon;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""First aid kit"", ""Washer"", ""Smoke alarm""]";100.0;10;2015-06-08;2018-09-10;100;10.0;10.0;10.0;10.0;10.0;10.0;0.15
6531893;https://www.airbnb.com/rooms/6531893;Bright room in central city park;9254550;Tawan;t;Centrum-Oost;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""First aid kit"", ""Hair dryer"", ""Heating"", ""Dishes and silverware"", ""Smoke alarm"", ""Elevator"", ""Breakfast""]";85.0;217;2015-06-14;2019-11-11;97;10.0;10.0;10.0;10.0;9.0;10.0;3.24
6533303;https://www.airbnb.com/rooms/6533303;Renovated Light city centre apt with terrace;34167670;Marcel;t;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";210.0;52;2015-07-07;2020-02-29;97;10.0;9.0;10.0;10.0;10.0;9.0;0.79
6533306;https://www.airbnb.com/rooms/6533306;Double room & private bathroom & own lounge;14504163;Simon;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1 private bath;1.0;1.0;"[""Microwave"", ""Refrigerator"", ""Smoke alarm"", ""Oven"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer"", ""Breakfast""]";120.0;35;2015-06-07;2019-09-22;97;10.0;10.0;10.0;10.0;10.0;10.0;0.52
6534948;https://www.airbnb.com/rooms/6534948;Magnificent panoramic city view !;33725336;Live Life;t;Westerpark;Private room in apartment;Private room;Shared half-bath;1.0;1.0;"[""Wifi"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Dryer"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Elevator"", ""Breakfast""]";92.0;3;2020-01-02;2020-03-29;100;9.0;9.0;9.0;9.0;10.0;10.0;0.26
6536478;https://www.airbnb.com/rooms/6536478;Enjoy Amsterdam Like We Do!;33725336;Live Life;t;Westerpark;Private room in apartment;Private room;Shared half-bath;1.0;1.0;"[""Wifi"", ""Microwave"", ""Hot water"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Essentials"", ""Dryer"", ""Kitchen"", ""Dishes and silverware"", ""First aid kit"", ""Heating"", ""Cooking basics"", ""Washer"", ""Smoke alarm"", ""Elevator"", ""Breakfast""]";92.0;3;2017-02-08;2020-02-29;93;9.0;9.0;10.0;9.0;9.0;9.0;0.06
6537032;https://www.airbnb.com/rooms/6537032;quiet and cozy west-end apartment;13190747;Sonja;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating"", ""Washer""]";120.0;6;2015-06-25;2015-10-19;100;10.0;10.0;10.0;10.0;10.0;10.0;0.09
6537510;https://www.airbnb.com/rooms/6537510;Cozy room in a cool central area!;19365623;Benjamin And Debra;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Patio or balcony"", ""Hot water"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""First aid kit"", ""Washer"", ""Smoke alarm""]";74.0;82;2015-07-06;2019-08-06;94;10.0;9.0;10.0;10.0;9.0;9.0;1.24
6539947;https://www.airbnb.com/rooms/6539947;Luxury Penthouse - Rooftop terrace;30516685;Nynke;f;Oud-Oost;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Hot tub"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";165.0;29;2015-08-16;2020-08-21;99;10.0;10.0;10.0;10.0;10.0;10.0;0.45
6541197;https://www.airbnb.com/rooms/6541197;Cosy double bedroom in Amsterdam!;8778715;Anne;f;Oud-Oost;Private room in apartment;Private room;1 bath;1.0;1.0;"[""Wifi"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""First aid kit"", ""Heating"", ""Smoke alarm""]";50.0;6;2015-06-22;2018-12-16;93;9.0;10.0;10.0;9.0;9.0;8.0;0.09
6542786;https://www.airbnb.com/rooms/6542786;Canal view (2p/1 bedroom);34215035;Simon & Javier;f;Oud-Oost;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";169.0;12;2015-06-22;2017-05-31;98;10.0;10.0;10.0;10.0;9.0;10.0;0.18
6555445;https://www.airbnb.com/rooms/6555445;Comfi room in the park;34284346;Kathuh;f;Slotervaart;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Paid parking off premises"", ""Essentials"", ""First aid kit"", ""Heating"", ""Smoke alarm"", ""Elevator""]";52.0;84;2015-06-06;2019-09-23;89;9.0;9.0;10.0;10.0;9.0;9.0;1.25
6556026;https://www.airbnb.com/rooms/6556026;Parkview Studio Amsterdam;34287621;Sven;f;De Pijp - Rivierenbuurt;Private room in bed and breakfast;Private room;1 private bath;1.0;1.0;"[""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating""]";85.0;128;2015-05-30;2018-12-03;97;10.0;10.0;10.0;10.0;10.0;9.0;1.9
6557928;https://www.airbnb.com/rooms/6557928;Amsterdam Port Eastern Docks 150m2.;4792515;George;f;Oostelijk Havengebied - Indische Buurt;Entire apartment;Entire home/apt;2 baths;3.0;3.0;"[""Wifi"", ""Children\u2019s books and toys"", ""Iron"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";400.0;12;2016-01-03;2018-01-01;98;10.0;10.0;10.0;10.0;9.0;9.0;0.2
6564052;https://www.airbnb.com/rooms/6564052;With a garden and a brand new bathroom;18825148;Michiel;f;Watergraafsmeer;Entire apartment;Entire home/apt;1.5 baths;3.0;3.0;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""High chair"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Indoor fireplace"", ""Iron"", ""Host greets you"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";175.0;4;2015-07-11;2017-08-13;100;10.0;10.0;10.0;10.0;9.0;10.0;0.06
6569246;https://www.airbnb.com/rooms/6569246;Charming apartment in ''the pijp'';7396914;Sonia;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Essentials"", ""Bed linens"", ""Heating"", ""Washer""]";122.0;10;2015-06-29;2018-05-19;98;10.0;10.0;10.0;10.0;10.0;10.0;0.15
6580206;https://www.airbnb.com/rooms/6580206;Cozy family appartment with garden;34165977;Janne;f;Oud-Oost;Entire townhouse;Entire home/apt;1.5 baths;3.0;4.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Washer""]";200.0;10;2015-08-21;2019-08-22;96;10.0;10.0;10.0;10.0;9.0;10.0;0.15
6587565;https://www.airbnb.com/rooms/6587565;Blue House Amsterdam, free parking;26294656;Peter En Katja;t;Noord-West;Private room in bungalow;Private room;1 private bath;1.0;2.0;"[""Wifi"", ""Garden or backyard"", ""Microwave"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Free parking on premises"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Cooking basics"", ""Dishes and silverware"", ""Free street parking"", ""Refrigerator"", ""Smoke alarm""]";95.0;181;2015-07-04;2020-08-02;98;10.0;10.0;10.0;10.0;9.0;10.0;2.73
6595796;https://www.airbnb.com/rooms/6595796;Family Home on Canal @ Vondelpark (Families only);34505737;Dennis;f;Zuid;Entire apartment;Entire home/apt;2 baths;3.0;4.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Indoor fireplace"", ""Smoke alarm""]";245.0;3;2016-07-23;2017-08-20;100;9.0;10.0;10.0;10.0;10.0;10.0;0.06
6595805;https://www.airbnb.com/rooms/6595805;Bright selfmade 2-floor apt w/ bath;34505419;Sari;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Washer"", ""Smoke alarm""]";120.0;9;2015-07-20;2019-11-28;96;10.0;10.0;10.0;9.0;9.0;9.0;0.14
6615848;https://www.airbnb.com/rooms/6615848;Cosy house with garden;26357976;Andrea;f;Oud-Noord;Entire house;Entire home/apt;1 bath;3.0;4.0;"[""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";120.0;13;2015-07-14;2017-08-12;93;9.0;9.0;10.0;10.0;9.0;9.0;0.2
6619931;https://www.airbnb.com/rooms/6619931;Spacious sunny family apartment, roof terrace;6207685;Roos;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;2 baths;4.0;3.0;"[""Children\u2019s books and toys"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Children\u2019s dinnerware"", ""TV"", ""Baby bath"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Iron"", ""Room-darkening shades"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Washer""]";280.0;7;2015-07-03;2020-03-01;97;10.0;10.0;10.0;10.0;10.0;9.0;0.11
6624170;https://www.airbnb.com/rooms/6624170;Warm, cozy sunlighted downtown appt;34670170;Jeroen;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";121.0;43;2015-06-07;2020-02-16;97;10.0;10.0;10.0;10.0;9.0;9.0;0.64
6624180;https://www.airbnb.com/rooms/6624180;5 weeks(!) stay at artist residence;22229264;Zoë;f;Centrum-West;Entire house;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";250.0;1;2015-09-06;2015-09-06;100;6.0;10.0;10.0;10.0;10.0;10.0;0.02
6665272;https://www.airbnb.com/rooms/6665272;Cozy room with free indoor car parking & elevator;34889003;Louise;f;Oud-Oost;Private room in apartment;Private room;1.5 shared baths;1.0;1.0;"[""Carbon monoxide alarm"", ""Free parking on premises"", ""Single level home"", ""First aid kit"", ""Refrigerator"", ""Smoke alarm"", ""Patio or balcony"", ""Babysitter recommendations"", ""Window guards"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Bathtub"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Elevator"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";74.0;285;2015-06-29;2020-03-01;91;9.0;9.0;9.0;9.0;10.0;9.0;4.29
6667963;https://www.airbnb.com/rooms/6667963;Design Loft near Vondelpark;3668744;Jaap;f;De Baarsjes - Oud-West;Entire loft;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Shampoo"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer""]";92.0;29;2015-06-09;2018-06-01;96;10.0;9.0;10.0;10.0;10.0;9.0;0.43
6668354;https://www.airbnb.com/rooms/6668354;Unique studio on cutter 'Rosita';11319500;Friedrich;t;Centrum-West;Private room in boat;Private room;1.5 baths;1.0;0.0;"[""Microwave"", ""Lock on bedroom door"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Lake access"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";65.0;329;2015-08-17;2020-11-11;97;10.0;9.0;10.0;10.0;10.0;9.0;5.07
6682656;https://www.airbnb.com/rooms/6682656;Light apartment & parking space;34977478;Judith;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Shampoo"", ""Free parking on premises"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Elevator""]";86.0;1;2015-08-09;2015-08-09;80;8.0;10.0;8.0;10.0;8.0;8.0;0.02
6698027;https://www.airbnb.com/rooms/6698027;Fancy apartment in Oud-West area;7376035;Hilde;t;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1.5 baths;1.0;1.0;"[""Carbon monoxide alarm"", ""Pour-over coffee"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Private entrance"", ""Cable TV"", ""TV"", ""Body soap"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Conditioner"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";150.0;70;2015-06-14;2020-03-16;96;10.0;9.0;10.0;10.0;10.0;9.0;1.04
6699927;https://www.airbnb.com/rooms/6699927;Cosy Studio Albert Cuyp Market;35070684;Jimmy;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;;1.0;"[""Wifi"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating"", ""Washer""]";80.0;3;2015-06-24;2015-10-19;93;9.0;9.0;9.0;9.0;10.0;8.0;0.04
6711205;https://www.airbnb.com/rooms/6711205;Spacious canal apartment 2(+1);32856746;Josta;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Children\u2019s books and toys"", ""Iron"", ""Hot water"", ""Host greets you"", ""Shampoo"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Waterfront"", ""Washer""]";264.0;27;2015-07-13;2019-08-14;99;10.0;10.0;10.0;10.0;10.0;10.0;0.41
6723937;https://www.airbnb.com/rooms/6723937;Light, spacious Apartment;19047558;Jesse;f;Zuid;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";170.0;18;2015-06-21;2019-08-25;98;10.0;10.0;10.0;10.0;9.0;9.0;0.27
6732776;https://www.airbnb.com/rooms/6732776;Spacious house  family and business, non smoking;35262430;Nikki;f;Zuid;Entire townhouse;Entire home/apt;2 baths;3.0;3.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";250.0;47;2016-06-13;2019-10-20;97;10.0;10.0;10.0;10.0;10.0;9.0;0.86
6736905;https://www.airbnb.com/rooms/6736905;Modern and elegant flat in Jordaan;5274077;Stefania&Pierluigi;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Hot water"", ""Private entrance"", ""Crib"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Baby bath"", ""Washer"", ""Changing table"", ""Lockbox"", ""Pack \u2019n Play/travel crib"", ""High chair""]";140.0;20;2015-07-07;2019-02-14;96;10.0;9.0;10.0;10.0;10.0;9.0;0.3
6743004;https://www.airbnb.com/rooms/6743004;Light, spacious apartment in A'dam.;35307425;Giselle;f;Westerpark;Entire apartment;Entire home/apt;1 bath;3.0;3.0;"[""Wifi"", ""Hangers"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating"", ""Smoke alarm""]";135.0;8;2015-07-09;2017-08-26;97;9.0;9.0;9.0;9.0;9.0;10.0;0.12
6745944;https://www.airbnb.com/rooms/6745944;Cozy appartment in the center!;5064424;Ania;f;Westerpark;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";80.0;61;2015-06-22;2020-08-06;93;10.0;10.0;9.0;10.0;9.0;9.0;0.91
6751445;https://www.airbnb.com/rooms/6751445;spacious family home with garden;35311311;Damiet;f;Zuid;Entire apartment;Entire home/apt;1.5 baths;3.0;5.0;"[""Wifi"", ""Oven"", ""Coffee maker"", ""Dishwasher"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Smoke alarm"", ""Stove""]";250.0;17;2015-07-12;2020-07-24;93;10.0;9.0;10.0;9.0;10.0;9.0;0.26
6752355;https://www.airbnb.com/rooms/6752355;Apartment on the waterfront;35355864;Hein;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Fire extinguisher"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating"", ""Smoke alarm""]";150.0;3;2015-06-29;2015-08-04;100;10.0;10.0;10.0;10.0;9.0;10.0;0.05
6754881;https://www.airbnb.com/rooms/6754881;private room next to the westerpark;14313592;Frank;f;Westerpark;Private room in apartment;Private room;1.5 shared baths;1.0;1.0;"[""Wifi"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""TV"", ""Heating"", ""Washer""]";70.0;10;2015-07-06;2017-08-30;94;10.0;9.0;10.0;10.0;9.0;9.0;0.15
6764225;https://www.airbnb.com/rooms/6764225;Ruim huis op 10 min v centrum, gratis parkeren;35410949;Sicco;f;Noord-West;Entire house;Entire home/apt;1 bath;3.0;5.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Fire extinguisher"", ""Free parking on premises"", ""Dedicated workspace"", ""First aid kit"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Indoor fireplace"", ""Washer"", ""Hot tub"", ""Smoke alarm""]";135.0;2;2016-08-05;2017-08-09;60;6.0;10.0;10.0;6.0;8.0;6.0;0.04
6796434;https://www.airbnb.com/rooms/6796434;Spacious apartment in quiet area;35570113;Dominique;f;Geuzenveld - Slotermeer;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Wifi"", ""Free parking on premises"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Elevator""]";120.0;29;2015-06-21;2019-11-12;92;10.0;8.0;10.0;10.0;9.0;9.0;0.43
6801759;https://www.airbnb.com/rooms/6801759;Private room in sunny houseboat!;1899873;Liz;t;De Baarsjes - Oud-West;Private room in houseboat;Private room;1 private bath;1.0;1.0;"[""Carbon monoxide alarm"", ""Single level home"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Patio or balcony"", ""BBQ grill"", ""Body soap"", ""Wifi"", ""Hot water"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Portable fans"", ""Iron"", ""Nespresso machine"", ""Dedicated workspace"", ""Conditioner"", ""Paid parking off premises"", ""Essentials"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";67.0;237;2015-11-18;2020-09-12;96;10.0;10.0;10.0;10.0;10.0;9.0;3.84
6816936;https://www.airbnb.com/rooms/6816936;Three floors spacious family-appartment in de Pijp;35688010;Jeroen & Olga;f;De Pijp - Rivierenbuurt;Entire townhouse;Entire home/apt;1 bath;4.0;5.0;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Paid parking on premises"", ""Game console"", ""Private entrance"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Air conditioning"", ""Kitchen"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";279.0;16;2015-07-19;2018-08-19;98;10.0;10.0;10.0;10.0;10.0;10.0;0.24
6819794;https://www.airbnb.com/rooms/6819794;Awesome home, convenient location.;35712611;Manus;f;Oud-Oost;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Hangers"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating"", ""Gym"", ""Washer""]";180.0;12;2015-08-03;2019-07-24;87;10.0;7.0;10.0;10.0;9.0;8.0;0.18
6820290;https://www.airbnb.com/rooms/6820290;Spacious and light private apt;34633165;Jeroen;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Hot water"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";100.0;48;2015-06-26;2019-08-16;95;10.0;9.0;10.0;10.0;10.0;9.0;0.72
